title,City,Salary,Experience,experience_level,Job Type,functional_area,career_level,skills
Customer Support Executive,Lahore,27500.0,2.783132530120482,Junior,Full Time,Client Services & Customer Support,Entry Level,"Customer Satisfaction Management, Customer Acquisition Skills, Customer Analysis"
Content Writer,Lahore,82639.59731543624,2.783132530120482,Junior,Full Time,Writer,Experienced Professional,"Content Development, Fluent in English, Keyword Research Skills, Content Writing Skills"
Admin Operations Coordinator,Sialkot,32500.0,1.0,Entry,Full Time,Administration,Entry Level,"Communication Skills, تقييم المناهج الدراسية, Admin Operations Management"
Planning Executive - Finance,Islamabad,75000.0,2.0,Junior,Full Time,"Accounts, Finance & Financial Services",Experienced Professional,"Planning Executive Finance, Admin Operations Management, Communication Skills"
Sales Verifier,Islamabad,125000.0,1.0,Entry,Full Time,Sales & Business Development,Entry Level,"Telemarketing  Skills, Email List Management, Sales Verification"
Receptionist,Lahore,25000.0,1.0,Entry,Full Time,"Secretarial, Clerical & Front Office",Entry Level,"Front Desk Management, Time Management Skills, Multitasking Skills, Organizational Skills, Computer Proficiency"
Quality Assurance Manager,Lahore,82639.59731543624,8.0,Senior,Full Time,Quality Assurance (Qa),Experienced Professional,"Agile Testing, Black Box Testing, Software Life Cycle Testing, Selenium Testing, Software Quality Management, Quality Assurance, SQA Team Test"
Chat Support Representative,Karachi,12500.0,2.783132530120482,Junior,Part Time,Client Services & Customer Support,Intern/Student,"Chat Support Skills, Social Media Chat Support, Digital Marketing Analysis, Telemarketing  Skills"
Facebook Marketer,Karachi,12500.0,2.783132530120482,Junior,Other,Marketing,Intern/Student,"Telemarketing  Skills, End to End Sales, Digital Marketing Management"
Web Designer,Lahore,47500.0,3.0,Junior,Full Time,Software & Web Development,Experienced Professional,"Communication Skills, Executing Content, SEO, Web Analytics"
DotNet Developer,Karachi,82639.59731543624,3.0,Junior,Full Time,Software & Web Development,Experienced Professional,"React, SQL, .MVC, DotNet"
Compliance Executive,Islamabad,65000.0,2.783132530120482,Junior,Full Time,Client Services & Customer Support,Entry Level,"Compliance Assurance, Compliance Implementation, Compliance Analysis"
Sales Coordinator,Karachi,42500.0,2.0,Junior,Full Time,Sales & Business Development,Experienced Professional,"ERP Software Command, MS Excel, Relations Management Skills, Field Task Management"
Head of Engineering,Lahore,82639.59731543624,10.0,Senior,Full Time,Engineering,Experienced Professional,"Decision Making, Interpersonal Skills, Problem Solving, Communication Skills, Leadership Skills"
Civil Engineer,Lahore,82639.59731543624,2.783132530120482,Junior,Full Time,Architects & Construction,Entry Level,"Civil Drafting, Shopify Theme Management, Presentation Skills"
Accounts Payable Specialist,Islamabad,65000.0,1.0,Entry,Full Time,"Accounts, Finance & Financial Services",Entry Level,"Accounting Software Command, Data Management, Accounts Management Skills"
Business Development Executive,Lahore,82639.59731543624,2.783132530120482,Junior,Full Time,Sales & Business Development,Experienced Professional,"Business Development Process, CRM, Upwork, Communication Skills"
Collections Specialist,Islamabad,60000.0,1.0,Entry,Full Time,Health & Medicine,Entry Level,"Collections Handling, Admin Operations Management, Health Care Analytics"
Podcast Host,Lahore,35000.0,2.783132530120482,Junior,Full Time,Media - Print & Electronic,Entry Level,"Communication Skills, Coordination Skills, Adobe Premiere Pro"
Customer Relationship Officer,Lahore,55000.0,1.0,Entry,Full Time,Client Services & Customer Support,Entry Level,"Custom CRM, Customer Service Skills, Customer Care Representation"
Product / Industrial Designer,Lahore,30000.0,2.783132530120482,Junior,Full Time,Creative Design,Entry Level,"Graphics Editing, Graphics Design, Autodesk 3ds Max"
Fashion Designer,Islamabad,125000.0,2.0,Junior,Full Time,Creative Design,Experienced Professional,"Fashion History Knowledge, Technical  Design Skills, Fashion Illustration"
Lead Generation Expert,Islamabad,27500.0,1.0,Entry,Full Time,Sales & Business Development,Entry Level,"Proposal  Writing, Lead Generation, Google Ads, Facebook Ads, Email Marketing"
Civil Supervisor,Multan,82639.59731543624,1.0,Entry,Full Time,Architects & Construction,Entry Level,"Steel Structures Knowledge, Civil Design Knowledge, Labor Management, Field Surveying"
Storekeeper,Islamabad,45000.0,2.783132530120482,Junior,Full Time,Warehousing,Experienced Professional,"Store Management, Store Operations  Management, Store Knowledge"
Senior Sales Executive,Islamabad,85000.0,1.0,Entry,Full Time,Sales & Business Development,Entry Level,"Sales Skill, Fluent in English, Sales Automation"
Sales Verifier,Islamabad,85000.0,1.0,Entry,Full Time,Telemarketing,Entry Level,"Fluent in English, Sales Skills, Telemarketing  Skills"
Senior Sales Closer,Islamabad,82639.59731543624,2.783132530120482,Junior,Full Time,Telemarketing,Entry Level,"Handling Outbound Calls, End  to End Sales, Listening to Customers"
Senior Sales Verifier,Islamabad,80000.0,2.0,Junior,Full Time,Sales & Business Development,Experienced Professional,"End  to End Sales, Listening to Customers, Handle Outbound Calls"
Junior System Admin,Islamabad,82639.59731543624,2.0,Junior,Other,Computer Networking,Experienced Professional,"Troubleshooting  Skills, Drafting Methods, Communication Skills, Operating System Administration"
Payroll Officer,Lahore,82639.59731543624,1.0,Entry,Full Time,Human Resources,Entry Level,"Payroll Management, HR Information Management, Payroll Processing"
Infrastructure Engineer,Karachi,65000.0,2.783132530120482,Junior,Full Time,Software & Web Development,Entry Level,"CCNA, Network Training, CCNP, Network Infrastructure Command"
Officer Operation Sales,Karachi,82639.59731543624,2.0,Junior,Full Time,Sales & Business Development,Experienced Professional,"Sales Coordination, Sales Operations, Process Operations Handling"
Assistant Professor Environmental Science,Rawalpindi,75000.0,2.783132530120482,Junior,Full Time,"Teachers/Education, Training & Development",Entry Level,"Fluent in English, Presentation Skills, Coordination Skills, Environment Management"
Assistant Professor Islamic Studies and Ideology & Constitution of Pakistan,Rawalpindi,75000.0,1.0,Entry,Other,"Teachers/Education, Training & Development",Entry Level,"Fluent in English, Presentation Skills, Coordination Skills"
Sales Officer,Faisalabad,30000.0,2.0,Junior,Full Time,Sales & Business Development,Experienced Professional,"Sales Management, Communication Skills, Client Dealing"
Application Consultant,Karachi,100000.0,1.0,Entry,Full Time,Other,Not Specified,Requirement Gathering
Chief Bro,Karachi,900000.0,20.0,Senior,Full Time,Other,Not Specified,"Leadership, Strategic Planning, Decision-making, Communication, Financial Acumen, Problem-Solving, Visionary Thinking, Project Management, Data Analysis, SWOT Analysis, Risk Assessment, Statistical Analysis, Decision-Making Frameworks, Business Intelligence Tools"
Senior PHP Developer,Lahore,82639.59731543624,4.0,Mid,Full Time,Other,Not Specified,"PHP, MySQL, Javascript, HTML, CSS, RESTful APIs, Problem-Solving, Codeigniter, SQL query optimization, React, Database management systems, SQL, JSON, API Documentation, SQL SERVER"
Regional Sales Coodinator,Islamabad,82639.59731543624,2.0,Junior,Full Time,Other,Not Specified,"Communication Skills, Customer Relationship Management, Sales Strategy, Team Coordination, Problem-Solving, Data Analysis, Product Knowledge, Multitasking, Negotiation Skills, Time Management, Conferencing Tools, Collaboration Software, Project Management Tools, CRM Software, Sales Analytics"
Tax Supervisor,Lahore,100000.0,3.0,Junior,Full Time,Other,Not Specified,"Tax Compliance, Attention to Detail, Admin Operations Management"
Graphic Designer,Faisalabad,82639.59731543624,4.0,Mid,Full Time,Other,Not Specified,Not Specified
Assistant Manager Compliance,Lahore,82639.59731543624,3.0,Junior,Full Time,Other,Not Specified,"#audit compliance, #Regulatory Compliance, #Training and Awareness"
BUSINESS Developer Intern,Lahore,25000.0,2.783132530120482,Junior,Full Time,Other,Not Specified,"Market Research, Communication Skills, Negotiation Skills, Sales Techniques, Relationship Building, Problem Solving, Networking Skills, Sales Strategy"
Sqa,Other,82639.59731543624,3.0,Junior,Full Time,Other,Not Specified,"Test Planning, Automation Testing, Test Case Design"
Auditor,Lahore,900000.0,5.0,Mid,Full Time,Other,Not Specified,Attention to Detail
Fullstack,Other,50000.0,3.0,Junior,Full Time,Other,Not Specified,"Javascript, HTML/CSS, Node.js, React, RESTful APIs"
Chemicals Sales Person,Karachi,25000.0,2.783132530120482,Junior,Full Time,Other,Not Specified,"Sales Negotiation, Customer Relationship Management, Communication Skills"
MERN stack Developer,Rawalpindi,60000.0,2.0,Junior,Full Time,Other,Not Specified,"Bootstrap, Node.js Middleware, Express.js Routing, CSS3 Animations, CSS3 Grid, CSS3 Flexbox, GitHub, Routing Management, Error Handling, Middleware Implementation, Git collaboration workflows, Git branching strategies, Git Version Control, CSS3, Javascript, Session Management, Restful API Development, Express.js middleware, React, Version Control, Problem Solving, Git, HTML/CSS, MongoDB, REACT.JS, Express.Js, Node.js"
Marketing Manager,Lahore,400000.0,10.0,Senior,Full Time,Other,Not Specified,"Campaign Management, Digital Marketing Strategy, Digital Marketing Tools, Wordpress, Marketing Automation, Social Media Management, A/B Testing, Google Analytics, Email Marketing, CMS, SEO, Performance Metrics, Strategic Planning, Market Analysis, Social Media Strategy, Brand Management, Analytical Thinking, Leadership, Communication, Budget Management, Market Research, Content Creation, Digital Marketing"
Seo,Karachi,50000.0,5.0,Mid,Full Time,Other,Not Specified,"Keyword Research, On-Page Optimization, Technical SEO, Google Analytics, SEO Auditing, Competitor Analysis"
Creative Marketing Specialist,Lahore,82639.59731543624,1.0,Entry,Full Time,Other,Not Specified,"Content Creation, Copywriting, Social Media Marketing, SEO Knowledge"
User Acquisition manager Games,Lahore,150000.0,3.0,Junior,Full Time,Other,Not Specified,"Data Analysis, Digital Marketing, A/B Testing, Campaign Management, Budget Management, Customer Acquisition, Strategic Thinking, Google Analytics, SQL, Analytics Tools"
Sales Manager,Karachi,82639.59731543624,5.0,Mid,Full Time,Other,Not Specified,"Leadership, Communication, Negotiation, Customer Relationship Management, Strategic Planning, Sales Forecasting, Team Building, Performance Management, Market Analysis, Problem Solving, Sales Strategy Development, sales performance analysis, CRM Tools Management, Sales Negotiation Techniques, CRM Software Utilization, Contract Management Systems"
Devops Engineer,Other,80000.0,2.0,Junior,Full Time,Other,Not Specified,"Cloud Platforms, Continuous Integration/Continuous Deployment, Configuration Management, AWS, Azure, Jenkins, Kubernetes, Ansible, AWS Cloudformation"
Graphic Design,Lahore,50000.0,5.0,Mid,Full Time,Other,Not Specified,Adobe Creative Suite
Android Developer,Islamabad,82639.59731543624,2.0,Junior,Full Time,Other,Not Specified,"Java, Kotlin, Android SDK, UI/UX Design, Git, RESTful APIs, Android Studio, Material Design, Testing and Debugging, Gradle, Retrofit, Kotlin Coroutines, okhttp, Gradle dependency management, API Integration"
Director Operations (Tertiary Care Hospital),Peshawar,82639.59731543624,12.0,Senior,Full Time,Other,Not Specified,"Leadership, Strategic Planning, Healthcare Management, Financial Acumen, Regulatory Compliance, Healthcare Quality Assurance, Health Information Management Systems, Lean Healthcare, Project Management"
SQA,Karachi,450000.0,7.0,Senior,Full Time,Other,Not Specified,"Software Testing, Quality Assurance, Manual Testing, Defect Tracking, Performance Testing, Regression Testing, Agile Methodologies, Risk Management, Junit, TestRail, JMeter, TestNG"
SEO,Lahore,60000.0,2.0,Junior,Full Time,Other,Not Specified,"Keyword Research, On-Page SEO, Off-Page SEO, Technical SEO, Content Optimization, SEO Tools proficiency, Link Building, Google Analytics"
Senior Game Developer,Lahore,180000.0,3.0,Junior,Full Time,Other,Not Specified,"C++ Knowledge, C, #Unity, Game Design, Problem Solving, Unity3D"
HR,Lahore,150000.0,3.0,Junior,Full Time,Other,Not Specified,"Employee Relations, Performance Management, HRIS Knowledge"
HR Executive,Lahore,90000.0,2.0,Junior,Full Time,Other,Not Specified,Technical Recruitment
Brand Executive,Multan,82639.59731543624,3.0,Junior,Full Time,Other,Not Specified,"Brand Strategy, Market Analysis, Digital Marketing, Communication, Data Analytics, Market Research and Analysis"
Brand Executive,Multan,82639.59731543624,2.0,Junior,Full Time,Other,Not Specified,"Brand Management, Market Research, Data Analysis, Digital Marketing Tools"
Sales Person,Lahore,60000.0,3.0,Junior,Full Time,Other,Not Specified,"Communication, Customer Service, Active Listening"
Inside Sales Executive,Lahore,82639.59731543624,3.0,Junior,Full Time,Other,Not Specified,"Communication, Customer Relationship Management, Sales Techniques, CRM software proficiency, Problem Solving"
Bank Branch Manager,Faisalabad,82639.59731543624,3.0,Junior,Full Time,Other,Not Specified,"Leadership, Customer Service, Sales Management, Communication, Team Management, Decision-making, Regulatory Compliance, Risk Assessment, Know Your Customer (KYC), Anti-money Laundering Policies"
Digital Content Creator,Lahore,82639.59731543624,6.0,Senior,Full Time,Other,Not Specified,"Social Media Management, Photography, Creativity, Time Management, Editorial Calendar Management, Content Management Systems (CMS)"
SAP FICO Intern,Lahore,15000.0,2.783132530120482,Junior,Full Time,Other,Not Specified,"SAP FICO Configuration, Analytical Thinking, Excel Proficiency"
FICO intern,Lahore,15000.0,2.783132530120482,Junior,Full Time,Other,Not Specified,"Data Analysis, Attention to Detail, Admin Operations Management, Excel"
Business Development Officer,Lahore,82639.59731543624,3.0,Junior,Full Time,Other,Not Specified,"Negotiation Skills, Communication Skills, Sales Strategy, Relationship Building, Project Management, CRM Software, Proposal Writing, Lead Generation Tools"
Lead generation Executive,Lahore,90000.0,2.0,Junior,Full Time,Other,Not Specified,"CRM Software, Email Marketing, Market Research"
Project Manager - Intern,Sargodha,82639.59731543624,2.783132530120482,Junior,Other,Product Management,Intern/Student,"Communication Skills, SEO Audits, SEO Engine Ranking"
Trainee Accountant,Karachi,17500.0,2.783132530120482,Junior,Full Time,"Accounts, Finance & Financial Services",Entry Level,"Admin Operations Management, Bookkeeping Knowledge, Tax Preparation Skills, Bank Reconciliation, Financial Accounting"
Dispatcher / Sales Agent,Lahore,42500.0,2.783132530120482,Junior,Full Time,Sales & Business Development,Entry Level,"Problem Solving, Interperosnal Skills, Telemarketing Skills"
Graphic Designer,Karachi,45000.0,1.0,Entry,Full Time,Creative Design,Entry Level,"Adobe Illustrator, Creative Design, Graphics Editing, Adobe Creative Suite, Microsoft Office"
Digital Marketing Manager,Lahore,65000.0,2.783132530120482,Junior,Full Time,Marketing,Experienced Professional,"Email List Management, Video Editing Techniques, Social Media Strategies, Linked Analytics, Digital Marketing Management, Coordination Skills"
Video Editor,Lahore,37500.0,1.0,Entry,Full Time,Creative Design,Entry Level,"Audio Editing, Color Grading, Computer Animation, Animation Editing, Digital Video Knowledge, Video Editing Techniques, After Effects"
Senior Graphic Designer / UI / UX Designer,Karachi,65000.0,4.0,Mid,Full Time,Creative Design,Experienced Professional,"Visual Design, 3D Prototyping, Digital Innovation, Graphics Editing"
Email Marketing Specialist,Lahore,82639.59731543624,2.783132530120482,Junior,Full Time,Marketing,Entry Level,"Coordination Skills, Email Marketing, Communication Skills"
Sales Expert,Lahore,110000.0,4.0,Mid,Full Time,Marketing,Experienced Professional,"Coordination Skills, Marketing Skills, End to End Sales"
Travel Agent,Lahore,65000.0,2.783132530120482,Junior,Full Time,Sales & Business Development,Experienced Professional,"Data Management, Travel Management Skills, GDS System Knowledge"
Office Coordinator,Islamabad,50000.0,4.0,Mid,Full Time,Operations,Experienced Professional,"Communication Skills, Admin Operations Management, Tender Management, Tender Writing, Tender Development, Tender Submissions, Tender Preparation, Sales Operations, Technical Product Sales, Admin Tasks Management, Microsoft PowerPoint, Support Documentation"
Digital Advertising Specialist - Google / Facebook,Multan,60000.0,2.0,Junior,Full Time,Advertising,Experienced Professional,"Google Analytics, Google Ads Words, Bing Ads, Facebook Ads, Google Ads"
Manager Branch Operations,Islamabad,122500.0,5.0,Mid,Full Time,Operations,Experienced Professional,"Time Management Skills, Communication Skills, Customer Services, Sales Target, Administration Skills, Coordination Skills, Inventory Planning Skills, MS Excel"
Marketing Intelligence Executive,Lahore,82639.59731543624,4.0,Mid,Full Time,Marketing,Experienced Professional,"Time Management Skills, Research Skills, Market Trends, Product Knowledge, Communication Skills, Market Awareness, Market Intelligence, Negotiations Skills"
Brand Ambassador / Brand Promoter,Islamabad,57500.0,2.783132530120482,Junior,Full Time,Sales & Business Development,Entry Level,"Time Management Skills, Communication Skills, Brand Promotion, Brand Management, Brand Awareness Programs"
Social Media Moderator / Chat Support Specialist,Lahore,42500.0,1.0,Entry,Full Time,Client Services & Customer Support,Entry Level,"Social Media Chat Support, Live Chat Handling, Chat Support Skills, Communication Skills"
Merchandising Manager,Lahore,82639.59731543624,2.783132530120482,Junior,Full Time,Merchandising,Experienced Professional,"Time Management Skills, Problem Solving, Collaboration Skills, Communication Skills, Category Management, Merchandising Industry Knowledge, Results Oriented, Creativity Skills, Statistical Data Analysis, Product Knowledge"
Category Manager - Bakery / Cheese,Lahore,82639.59731543624,4.0,Mid,Full Time,Retail,Experienced Professional,"Health Regulations, Supply Chain Management, Team Leadership, Customer Service, Food Safety, Inventory Management, Product Development, Budgeting Skills"
Category Manager - Detergent / Toiletries,Lahore,75000.0,2.0,Junior,Full Time,Retail,Experienced Professional,"Communication Skills, Time Management Skills, Problem Solving Skills, Leadership Skills, Management Skills, Negotiations Skills, Retail Category Management, Supply Chain Software, Supplier Sourcing Skills, Supplier Contract Management, Supply Chain Product Management, Data Analysis"
Sales Closer,Islamabad,82639.59731543624,1.0,Entry,Full Time,Sales & Business Development,Entry Level,"Email List Management, Coordination Skills, Telemarketing Skills, End  to End Sales"
Customer Service Representative / Verifier,Islamabad,62500.0,2.783132530120482,Junior,Full Time,Client Services & Customer Support,Entry Level,"Email List Management, Manage Client Relationships, Communication Skills"
Front Support Agent,Islamabad,50000.0,1.0,Entry,Full Time,Telemarketing,Entry Level,"Sales Management, Sales Verification, Telemarketing  Skills, Email List Management"
Operations Manager,Peshawar,90000.0,5.0,Mid,Full Time,Operations,Experienced Professional,"Operations Improvement, Operations Control, Procurement Knowledge, Communication Skills, Multitasking Skills, Admin Tasks Management"
Manager Sales - Service / Rental,Lahore,65000.0,2.0,Junior,Full Time,Sales & Business Development,Experienced Professional,"MS Excel Dashboards, End to End Sales, Communication Skills, MS Excel"
Digital Advertising Specialist - Google / Facebook,Other,420000.0,2.0,Junior,Full Time,Advertising,Experienced Professional,"Google Ads Planning, Google Ads Words, Bing Ads, Facebook Ads, Google Ads"
Travel Consultant,Lahore,42500.0,2.783132530120482,Junior,Full Time,Sales & Business Development,Experienced Professional,"Communication Skills, Relations Management Skills, Email List Management, Coordination Skills"
Finance Executive,Karachi,82639.59731543624,1.0,Entry,Full Time,"Accounts, Finance & Financial Services",Entry Level,"Account Handling, Bank Reconciliation, Communication Skills, Corporate Finance Handling"
Finance Executive,Karachi,45000.0,1.0,Entry,Full Time,"Accounts, Finance & Financial Services",Entry Level,"Communication Skills, Taxation Knowledge, Accounts Receivable"
Customer Service Representative,Karachi,82639.59731543624,1.0,Entry,Full Time,Telemarketing,Entry Level,"Social Media Chat Support, Handle Outbound Calls, Fluent in English"
Sales Executive,Lahore,27500.0,1.0,Entry,Full Time,Sales & Business Development,Entry Level,"Relationship Management, Negotiation Skills, Sales Operations"
WordPress / Shopify Developer,Lahore,45000.0,2.783132530120482,Junior,Full Time,Software & Web Development,Entry Level,"Website Development, Shopify, Wordpress, PHP, Laravel"
Social Media Marketer,Karachi,70000.0,2.783132530120482,Junior,Full Time,Marketing,Experienced Professional,"Digital Marketing Analysis, Communication Skills, Digital Marketing Management"
Office Assistant,Islamabad,60000.0,1.0,Entry,Full Time,Computer Networking,Entry Level,"Analytical Skills, Record Keeping, Front Office Support"
Senior Graphic Designer / UI/UX Designer,Karachi,65000.0,2.783132530120482,Junior,Full Time,Creative Design,Experienced Professional,"Graphics Editing, Graphics Software  Command, Motion Graphic Designs"
Pharmacist,Other,55000.0,2.0,Junior,Full Time,Health & Medicine,Experienced Professional,"Store Management, Pharmaceutical Care, Pharmaceutical Manufacturing Knowledge, Team Building"
Manager Pharma,Other,85000.0,3.0,Junior,Full Time,Health & Medicine,Experienced Professional,"Pharmaceutical Experience, Pharmacy Knowledge, Pharmaceutical Care"
Category Manager - Dairy & Deep Frozen,Lahore,75000.0,2.0,Junior,Full Time,Retail,Experienced Professional,"Communication Skills, Coordination Skills, Time Management, Problem Solving, Management Skills, Negotiations Skills, Retail Category Management, Supply Chain Software, Leadership Skills, Supplier Sourcing Skills, Supplier Contract Management, Supply Chain Product Management, Data Analysis"
Assistant IT Support Officer,Islamabad,55000.0,1.0,Entry,Full Time,Computer Networking,Entry Level,"IP Networking, MIT Knowledge, Network Security Administration, IT Support Responsibilities, Electrical Controls Knowledge, Configuration Switches, Wireless Networking, Shopify Theme Management"
Manager - Business Incubation Center,Lahore,45000.0,1.0,Entry,Full Time,Operations,Entry Level,"Communication Skills, Managerial Skills, Incubation Skills, Business Development Strategies"
Category Manager - Confectionery / Beverages,Lahore,75000.0,2.0,Junior,Full Time,Retail,Experienced Professional,"Communication Skills, Time Management, Problem Solving Skills, Management Skills, Negotiation Skills, Retail Category Management, Supply Chain Software, Leadership Skills, Supplier Sourcing Skills, Supplier Contract Management, Supply Chain Product Management, Data Analysis"
Category Executive - Home Care & Personal Care,Lahore,82639.59731543624,2.0,Junior,Full Time,Retail,Experienced Professional,"Communication Skills, Inter-departmental Coordination, Time Management, Problem Solving, Managment Skills, Negotiation Skills, Retail Category Management, Supply Chain Software`, Data Analysis, Leadership Skills, Supplier Sourcing Skills, Supplier Contract Management, Supply Chain Product Management"
Telesales Representative,Lahore,40000.0,1.0,Entry,Full Time,Telemarketing,Entry Level,"Communication Skills, Telemarketing Skills, Fluent in English"
Category Executive - Detergent / Toiletries,Lahore,50000.0,2.0,Junior,Full Time,Retail,Experienced Professional,"Retail Category Management, Negotiation Skills, Management Skills, Problem Solving, Time Management, Coordination Skills, Communication Skills, Supply Chain Product Management, Supplier Contract Management, Supplier Sourcing Skills, Leadership Skills, Data Analysis, Supply Chain Software"
Assistant Accounts / Finance Officer,Islamabad,112500.0,1.0,Entry,Full Time,"Accounts, Finance & Financial Services",Entry Level,"Accounts Payments Handling, Accounts Software Command, Field Task Management, Accounts Finalization, Accounts Production"
Graphic Designer,Other,65000.0,1.0,Entry,Full Time,Creative Design,Entry Level,"Creative Design, Graphics Editing, Adobe Illustrator"
Junior Software Developer,Lahore,55000.0,1.0,Entry,Full Time,Software & Web Development,Entry Level,"Software Development Tools Command, jQuery, C, #ASP.net, Javascript, Custom Software Development, Software Analysis, Object Oriented Software, Software Development, Software Design"
HR Executive,Other,92500.0,3.0,Junior,Full Time,Human Resources,Experienced Professional,"Team Building, Payroll Management, 360 Recruitment, Technical Recruitment Skills"
Junior SQA Engineer,Lahore,82639.59731543624,2.783132530120482,Junior,Full Time,Software & Web Development,Entry Level,"MySQL, HTML, CSS3, Coordination Skills, jQuery, Javascript, Ajax, WP CLI, ASP.net, WHRPP"
Floor Manager,Other,75000.0,2.0,Junior,Full Time,Operations,Experienced Professional,"Multitasking Skills, Procurement Knowledge, Coordination Skills"
Site Acquisition Executive,Lahore,82639.59731543624,2.0,Junior,Full Time,Engineering,Experienced Professional,"Admin Operations Management, Purchase  Management, Real Estate Content Development, Site Administration"
Data Entry Operator,Other,37500.0,2.0,Junior,Full Time,Data Entry,Experienced Professional,"Typing Speed, Computer Proficiency, Communication Skills"
Customer Support Representative,Lahore,90000.0,2.783132530120482,Junior,Full Time,Client Services & Customer Support,Experienced Professional,"Customer Interaction Management, Customer Satisfaction Management, Listening to Customers, Persuasion Customer"
Receptionist / Front Desk Officer,Lahore,42500.0,1.0,Entry,Full Time,"Secretarial, Clerical & Front Office",Entry Level,"Front Office Support, Front Officer Support, Appointment Scheduling"
Procurement Manager,Karachi,32500.0,2.783132530120482,Junior,Full Time,Procurement,Entry Level,"Vendor Relationship Management, Organizational Skills, Analytical Skills, Communication Skills, Material Expertise"
Sales Representative,Karachi,82639.59731543624,2.783132530120482,Junior,Full Time,Software & Web Development,Entry Level,"Sales Management, Sales Automation, Retail Sales"
Sales Executive,Karachi,82639.59731543624,2.0,Junior,Full Time,Sales & Business Development,Experienced Professional,"Coordination Skills, Sales Management, Retail Sales"
Cook,Islamabad,55000.0,3.0,Junior,Full Time,Hotel/Restaurant Management,Experienced Professional,"Cooking Preparation, BBQ Cooking, All Fast Food Knowledge"
Accountant,Other,112500.0,2.783132530120482,Junior,Full Time,"Accounts, Finance & Financial Services",Entry Level,"Communication Skills, Accounts Management Skills, Field Task Management"
Senior Accountant,Islamabad,102500.0,2.0,Junior,Full Time,"Accounts, Finance & Financial Services",Experienced Professional,"Accounts Software Command, Admin Operations Management, Audit Assignment Handling"
Sales Executive,Karachi,22500.0,2.783132530120482,Junior,Full Time,Sales & Business Development,Entry Level,"End to End Sales, Microsoft Access, Customer Acquisition Strategies"
Assistant Pharmacist,Lahore,32500.0,5.0,Mid,Other,Health & Medicine,Experienced Professional,"Pharmacy Practice, Pharmacy Administration, Pharmacy Knowledge, Close Attention to Detail"
Visa Processing Officer,Lahore,45000.0,2.783132530120482,Junior,Full Time,Sales & Business Development,Experienced Professional,"Coordination Skills, Communication Skills, Documentation Handling"
Customer Sales Representative,Lahore,40000.0,1.0,Entry,Full Time,Client Services & Customer Support,Entry Level,"Customer Analysis, CRM Analysis, MS Excel"
Accounts Executive,Lahore,50000.0,2.783132530120482,Junior,Full Time,"Accounts, Finance & Financial Services",Experienced Professional,"Admin Operations Management, Bill Payment Handling, Accounts Payments Handling, Accounts Receivable, Accounts Software Command, Quick Books Accounts"
Accountant,Islamabad,65000.0,3.0,Junior,Full Time,"Accounts, Finance & Financial Services",Experienced Professional,"Accounts Software Command, Reconciliation, Financial Statement Analysis"
Accounts Executive,Lahore,102500.0,2.783132530120482,Junior,Full Time,"Accounts, Finance & Financial Services",Experienced Professional,"Negotiations Skills, Communications Skills, Accounts Management Skllis"
Program Officer - Alumni Relations,Lahore,40000.0,1.0,Entry,Full Time,Administration,Entry Level,"Campaign Management, Communication Skills, Social Media Optimization, Project Management Plan, Email Writing Skills, Alumni Affairs, Alumni Relations Management"
Subject Teacher,Karachi,55000.0,3.0,Junior,Full Time,"Teachers/Education, Training & Development",Experienced Professional,"Educational Strategies, Science Education, Presentation Skills"
Admission Officer / Admission Counselor,Lahore,70000.0,2.783132530120482,Junior,Full Time,Sales & Business Development,Experienced Professional,"Communication Skills, Student Counseling, Admissions Counseling, Sales Management"
Customer Support Executive,Karachi,52500.0,2.0,Junior,Full Time,Client Services & Customer Support,Experienced Professional,"Manage Client Relationships, كلينت فلوب, Customer Success, Listening to Customers, Customer Satisfaction Management, Customer Analysis"
Accounts Officer,Other,92500.0,2.0,Junior,Full Time,"Accounts, Finance & Financial Services",Experienced Professional,"General Accounts Management, Corporate Accounting, Financial Accounting, Accounts  Administration"
Warehouse Executive,Other,80000.0,3.0,Junior,Full Time,Warehousing,Experienced Professional,"Stock Management, Inventory Planning Skills, Store Knowledge, Record Keeping Skills"
Admission Officer / Study Counselor,Lahore,62500.0,2.783132530120482,Junior,Full Time,Sales & Business Development,Experienced Professional,"Communication Skills, Sales Operations, Sales Growth, Sales Management"
Assistant Manager - Laboratory,Lahore,75000.0,2.783132530120482,Junior,Full Time,Engineering,Experienced Professional,"Analytical Skills, Shopify Theme Management, Communication Skills"
Node.Js Developer,Lahore,117500.0,1.0,Entry,Full Time,Software & Web Development,Entry Level,"Javascript, MongoDB, NodeJs, React Native"
Development Manager - C++,Karachi,325000.0,2.783132530120482,Junior,Full Time,Software & Web Development,Experienced Professional,"Databases Management, C++ Knowledge, MS Visual Studio"
Assistant Manager Procurement,Lahore,95000.0,4.0,Mid,Full Time,Procurement,Experienced Professional,"Team Management Skills, Rate Analysis, Vendor Management Skillls"
Security Executive,Islamabad,47500.0,2.783132530120482,Junior,Full Time,Security,Experienced Professional,"Security Plan Preparation, Security Measures Implementation, Security Awareness, Security Protocols, Security Compliance"
Supply Executive,Lahore,65000.0,2.783132530120482,Junior,Full Time,Supply Chain Management,Experienced Professional,"Employee Retention, Vendor Management Skillls, Supply Chain Optimization"
